Projects team,Unnamed: 1,Unnamed: 2,Unnamed: 3,ML team,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Projects team.1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,explaination,answer
SDC110,CHEM_2605_01,Organic Chemistry,Stereochemistry,"IUPAC name of the anti-Markovnikov product  
   Under anti-Markovnikov conditions, 1-hexene undergoes radical hydroamidation with acetamide such that the amide N adds to C-1 of the former double bond and H to C-2.  Draw the single amide product and provide its preferred IUPAC name.
",,,,,,,,,Selected,,Medium,UG,,,
SDC111,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Activation energy and rate prediction  
   The observed first-order rate constants for iron-catalyzed hydroamidation of 1-hexene are  
     k₁ = 1.20×10⁻³ s⁻¹ at T₁ = 333 K  
     k₂ = 2.40×10⁻³ s⁻¹ at T₂ = 353 K.   Calculate the activation energy Eₐ in kJ mol⁻¹ using  
     Eₐ = R ln(k₂/k₁) / (1/T₁ – 1/T₂).",,,,,,,,,Selected,,Easy,UG,,,
SDC112,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Activation energy and rate prediction  
   The observed first-order rate constants for iron-catalyzed hydroamidation of 1-hexene are  
     k₁ = 1.20×10⁻³ s⁻¹ at T₁ = 333 K  
     k₂ = 2.40×10⁻³ s⁻¹ at T₂ = 353 K.   
     Using your Eₐ and assuming the same pre-exponential factor, predict k₃ at T₃ = 343 K.  Report k₃ in s⁻¹ to three significant figures.",,,,,,,,,Selected,,Medium,UG,,,
SDC113,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Kinetic product ratio  
An α-glycosyl donor reacts with ethanol under BF₃·OEt₂ catalysis at 298 K.  The activation free energies are ΔG‡₍α₎ = 65.2 kJ mol⁻¹ and ΔG‡₍β₎ = 68.9 kJ mol⁻¹.  Calculate the dimensionless ratio [α]/[β] = kα/kβ at 298 K.  Report to two significant figures.",,,,,,,,,Selected,,Medium,UG,,,
SDC114,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Electronic solvation free energy  
A DFT calculation gives electronic energies for methyl α-D-glucopyranoside of Egas = –362.314 hartree and Esoln = –362.503 hartree.  (1 hartree = 2625.5 kJ mol⁻¹.)  Calculate the electronic component of the solvation free energy ΔGsolv = Esoln – Egas in kJ mol⁻¹.  Report to three decimal places.",,,,,,,,,Selected,,Easy,PG,,,
SDC115,CHEM_2605_01,Physical Chemistry,Thermodynamics,"Solvation equilibrium constant  
Given an electronic solvation free energy ΔGsolv = –496.260 kJ mol⁻¹ at 298 K, calculate the dimensionless log₁₀K for solvation using ΔGsolv = –RT ln K.  Report to two decimal places.
",,,,,,,,,Selected,,Easy,UG,,,
SDC116,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Temperature for equal activation free energies  
Two competing methanolysis pathways have  
 SN1: ΔH‡₁ = 110 kJ mol⁻¹, ΔS‡₁ = –10 J mol⁻¹ K⁻¹  
 SN2: ΔH‡₂ =  95 kJ mol⁻¹, ΔS‡₂ = –80 J mol⁻¹ K⁻¹  
At what temperature T do ΔG‡₁(T) = ΔG‡₂(T)?  (Recall ΔG‡ = ΔH‡ – T ΔS‡; convert ΔS‡ to kJ mol⁻¹ K⁻¹.)  Report T to the nearest kelvin.",,,,,,,,,Selected,,Medium,UG,,,
SDC117,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Boltzmann population of the lowest conformer  
In water at 298 K three conformers of methyl β-D-glucopyranoside have relative Gibbs energies ΔG° = 0.0, 3.2 and 5.8 kJ mol⁻¹ and degeneracies g = 2, 1 and 3, respectively.  Calculate the Boltzmann population (%) of the lowest-energy conformer (ΔG° = 0.0).  Report to one decimal place",,,,,,,,,Selected,,Medium,UG,,,
SDC118,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Activation free energy from the Eyring equation  
In CH₂Cl₂ at 273 K a glycosylation has first-order rate constant k = 1.2×10⁻³ s⁻¹.  Using k = (kB T/h) exp(–ΔG‡/(R T)), calculate the activation free energy ΔG‡ in kJ mol⁻¹.  Report to one decimal place.",,,,,,,,,Selected,,Medium,UG,,,
SDC119,CHEM_2605_01,Physical Chemistry,Spectroscopy ,"Cryogenic IR charge‐delocalisation  
In a reference glycosyl cation at 10 K the C1–O stretch occurs at ν_ref(cation) = 1020 cm⁻¹, while in the neutral sugar it occurs at ν_ref(neutral) = 1080 cm⁻¹.  The corresponding bond‐charge fraction is ρ_ref = 0.25, and Δν_ref = ν_ref(neutral) – ν_ref(cation).  Assuming Δν = k ρ for any glycosyl cation, calculate ρ for a 2-deoxy-glucosyl cation at 10 K whose C1–O stretch appears at ν(cation) = 1035 cm⁻¹ (neutral at 1080 cm⁻¹).",,,,,,,,,Selected,,Medium,PG,,,
SDC120,CHEM_2605_01,Physical Chemistry,Statistical Thermodynamics,"Boltzmann population ratio  
Two gas‐phase conformers A and B of a glycosyl oxocarbenium ion have degeneracies g_A = g_B = 1 and relative electronic energies E_A = 0 kJ mol⁻¹, E_B = 3.0 kJ mol⁻¹.  Assuming Boltzmann statistics at T = 298 K, calculate the population ratio P_A / P_B.  ",,,,,,,,,Selected,,Easy,UG,,,
SDC121,CHEM_2605_01,Physical Chemistry,Spectroscopy ,"Dielectric–frequency interpolation  
Assuming a linear dependence of the C=O stretch frequency ν on the solvent dielectric constant ε, ν = 1742 cm⁻¹ in n-hexane (ε = 1.89) and ν = 1770 cm⁻¹ in acetonitrile (ε = 36.6), both at 298 K.  In an unknown solvent under the same conditions, ν = 1754 cm⁻¹.  Determine ε for the unknown solvent (report to three significant figures).  D",,,,,,,,,Selected,,Medium,UG,,,
SDC122,CHEM_2605_01,Physical Chemistry,Thermodynamics," Van ’t Hoff enthalpy from IR intensities  
For the equilibrium X ⇌ Y, the equilibrium constant K = [X]/[Y] is given by K = I_X/I_Y (equal molar absorptivities).  At T₁ = 150 K, I_X = 30 and I_Y = 270; at T₂ = 300 K, I_X = 250 and I_Y = 50.  Using  
 ln(K₂/K₁) = –ΔH/R (1/T₂ – 1/T₁),  
calculate ΔH for the reaction Y → X in kJ mol⁻¹.  ",,,,,,,,,Selected,,Medium,UG,,,
SDC123,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Arrhenius‐derived rate ratio  
At 298 K, the SN1 pathway has A₁ = 5.0×10¹² s⁻¹ and E_a₁ = 60.0 kJ mol⁻¹; the SN2 pathway has A₂ = 1.0×10¹¹ s⁻¹ and E_a₂ = 45.0 kJ mol⁻¹.  Using k = A exp(–E_a/RT), compute k_SN1 / k_SN2.  ",,,,,,,,,Selected,,Medium,UG,,,
SDC124,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"SN1 glycosylation selectivity (one decimal place)  
A 4,6-O-benzylidene-protected α-D-glucopyranosyl trichloroacetimidate donor undergoes SN1 glycosylation in CH₂Cl₂ at 298 K.  DFT gives  
 ΔG‡α = 85.8 kJ·mol⁻¹  
 ΔG‡β = 93.3 kJ·mol⁻¹  

The ratio of product mole fractions is  
 Pα/Pβ = exp[(ΔG‡β – ΔG‡α)/(R T)].  

Calculate the α : β ratio in the form X : 1.  
Report the value of X (α/β) to one decimal place.  ",,,,,,,,,Selected,,Easy,UG,,,
SDC125,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics,"Solvent-dependent rate equality (three significant figures)  
The same donor has activation free energies at 298 K:  
 ΔG‡(CH₂Cl₂) = 96.3 kJ·mol⁻¹  
 ΔG‡(MeCN)   = 89.9 kJ·mol⁻¹  

According to the Eyring equation  
 k = (kB T/h) exp(–ΔG‡/(R T)),  

neglect the temperature variation of the pre-exponential factor (treat kB T/h as equal in both rate constants).  Find the temperature T (in K) at which  
 k_CH₂Cl₂(T) = k_MeCN(298 K).  ",,,,,,,,,Selected,,Hard ,PG,,,
SDC126,CHEM_2605_01,Physical Chemistry,Chemical Kinetics and Thermodynamics," Half-life of intramolecular cyclization (two significant figures)  
A 4,6-O-benzylidene-protected D-galactopyranosyl oxocarbenium ion cyclizes intramolecularly via O4→C1 with ΔG‡ = 59.4 kJ·mol⁻¹ (convert to J·mol⁻¹ before use) at 298 K.  Using  

 k = (kB T/h) exp(–ΔG‡/(R T))  
 t₁/₂ = (ln 2)/k  

calculate the half-life t₁/₂ in seconds at 298 K.  Report t₁/₂ to two significant figures. ",,,,,,,,,Selected,,Medium,UG,,,
SDC127,CHEM_2605_01,"Organic Chemistry
(NMR spectroscopy)",IUPAC Nomenclature (Nomenclature of Bicyclic and Oxonium Compounds),"IUPAC naming of a bicyclic oxonium ion  
The intramolecular O6→C1 cyclization of the 4,6-O-benzylidene-protected α-D-glucopyranosyl cation gives a bicyclic oxonium ion with SMILES  

 [O+]1[C@H]2O[C@H](OCc3ccccc3)[C@H]([C@H]1CO)O2  

The parent system is 2,5-dioxabicyclo[3.2.1]octan-7-ylium.  Numbering of the bicyclic skeleton is defined as follows:

 1 → C bearing the hydroxymethyl substituent (–CH₂OH)  
 2 → O  
 3 → C bearing the [(phenyl)methoxy]methyl substituent (–OCH₂Ph)  
 4 → C  
 5 → O  
 6 → C  
 7 → O⁺ (positively charged oxygen)  

Stereocenters at C-1, C-3, C-4 and C-6 are R, R, S and S, respectively.  

Using IUPAC 2013 rules, provide the full stereochemical IUPAC name (locants, stereodescriptors and substituent names).",,,,,,,,,Selected,,Hard,PG,,,
SDC128,CHEM_2605_01,Physical Chemistry,Catalysis / Reaction Kinetics,"Turnover frequency (TOF) of Pd in a batch reaction  
Substrate: 2-phenylpyridine, initial amount = 0.500 mmol; product obtained = 0.78 × 0.500 mmol = 0.390 mmol. Catalyst: Pd(OAc)₂, 0.00970 mmol; reaction time = 11.5 h.  
TOF (h⁻¹) = (moles of product) / (moles of Pd × time).  
Calculate the TOF. Report TOF in h⁻¹ (2 s.f.).",,,,,,,,,Selected,,Easy,UG,,,
SDC129,CHEM_2605_01,Materials Science / Solid-State Chemistry, X-ray Diffraction (XRD) / Characterization Techniques,"XRD-peak decay in a Pd-COF  
I(N) = I₀·2^(–N/120), where I₀ = 100 a.u. and N = 150 cycles.  
Calculate I(150)/I₀ as a percentage of the original intensity. Report the result in % (2 s.f.).",,,,,,,,,Selected,,Easy ,UG,,,
SDC130,CHEM_2605_01,Physical Chemistry,Adsorption and Surface Chemistry,"Competitive Langmuir adsorption selectivity  
T = 298 K; qₘ = 2.3 mmol·g⁻¹ for both CO₂ and N₂; b_CO₂ = 0.12 bar⁻¹; b_N₂ = 0.011 bar⁻¹.  
Mixture: y_CO₂ = y_N₂ = 0.50; total pressure P = 9.5 bar; P_i = y_i·P.  
q_i = (qₘ·b_i·P_i) / [1 + ∑_j (b_j·P_j)].  
Selectivity S = (q_CO₂ / y_CO₂) / (q_N₂ / y_N₂).  
Calculate S. Report S (2 s.f.).",,,,,,,,,Selected,,Medium,UG,,,
SDC131,CHEM_2605_01,Physical Chemistry,Quantum Mechanics and Photophysics," Maximum photon energy per mole at λ = 957 nm  
λ = 957 nm = 9.57×10⁻⁷ m; h = 6.626×10⁻³⁴ J·s; c = 3.00×10⁸ m·s⁻¹; N_A = 6.022×10²³ mol⁻¹.  
Photon energy E = h·c/λ; molar energy ΔE = E·N_A.  
Calculate ΔE. Report ΔE in kJ·mol⁻¹ (2 s.f.).",,,,,,,,,Selected,,Easy,UG,,,
SDC132,CHEM_2605_01,Inorganic Chemistry,Coordination Chemistry and Organometallic Nomenclature,"IUPAC name of a cyclopalladated complex  
Provide the full IUPAC name of [PdCl(κ²-C,N-2-(4-methylphenyl)pyridinato)] using “chlorido” for the chloride ligand and “palladium(II)” for the metal. Spelling and punctuation count.",,,,,,,,,Selected,,Hard ,PG,,,
SDC133,CHEM_2605_01,Photochemistry,Photolysis Kinetics and Quantum Yield Calculations,"Photolysis-kinetics time  
A 50 μM solution of a compound is irradiated at λ = 365 nm with constant incident power density I₀ = 5.0 mW·cm⁻². The absorption cross-section is σ = 3.0×10⁻¹⁸ cm² and the photochemical quantum yield is φ = 0.12. Assuming first-order photolysis with rate constant kₚₕₒₜ = φ·σ·Φₚ (Φₚ = photon flux) and using h = 6.63×10⁻³⁴ J·s, c = 3.00×10⁸ m·s⁻¹, calculate the irradiation time t (s) required to convert 90 % of the substrate. Report t to two significant figures.",,,,,,,,,Selected,,Medium,PG,,,
SDC134,CHEM_2605_01,Physical Chemistry,acid-base chemistry and chemical equilibrium.,"Net charge density of a protonated polymer  
What is the net positive-charge density (mol·L⁻¹) of a 15 mM solution of a tertiary-amine polymer (pKₐ = 6.4) at pH 5.50? Use the Henderson–Hasselbalch equation and report your answer to two significant figures.",,,,,,,,,Selected,,Medium,,,,
SDC135,CHEM_2605_01,Biophysical Chemistry / Analytical Chemistry,Fluorescence Spectroscopy ,"Fluorescence emission rate  
In a confocal experiment the intracellular absorbance at the excitation wavelength is A = 0.080 through an optical path length l = 50 μm (0.0050 cm). The molar extinction coefficient is ε = 1.2×10⁵ M⁻¹·cm⁻¹ and the quantum yield is φ = 0.25. If the sample is illuminated with photon flux Φₚ = 1.0×10¹⁷ photons·cm⁻²·s⁻¹, calculate the fluorescence emission rate R = φ·Φₚ·(1–10^(–A)) in photons·cm⁻²·s⁻¹. Report R to two significant figures.",,,,,,,,,Selected,,Medium,UG,,,
SDC136,CHEM_2605_01,Physical Chemistry,Chemical Kinetics," Residual monomer in second-order dimerization  
A monomer M undergoes irreversible dimerization 2 M → product with second-order rate constant k = 4.0×10³ M⁻¹·s⁻¹. If the initial monomer concentration is 20 μM, what is the residual [M] (in μM) after t = 30 s? Report your answer to two significant figures.",,,,,,,,,Selected,,Medium,UG,,,
SDC137,CHEM_2605_01,Biomedical Chemistry / Pharmacology & Toxicology,Cytotoxicity Modeling & Dose-Response Analysis,"Hill-model cytotoxicity  
A peptide follows Viability (%) = 100 / [1 + (P_in/IC₅₀)²] with IC₅₀ = 5.0 μM. If a 10 μM extracellular dose yields an intracellular concentration P_in = 0.40×10 μM, calculate the predicted viability (%) to the nearest whole percent.",,,,,,,,,Selected,,Easy,UG,,,
SDC138,CHEM_2605_01,Physical Organic Chemistry,Thermodynamics (Transition State Theory)," Transition-state free-energy difference (product ratio)  
A glycosyl trichloroacetimidate donor in CH₂Cl₂ at 298 K reacts via two competing transition states leading to α- and β-glycosides. The free-energy difference is  
 ΔΔG‡ = G‡(β) – G‡(α) = +1.50 kJ·mol⁻¹.  
According to Eyring kinetics, the ratio of rates (and hence product ratio) is  
 α/β = exp(–ΔΔG‡/RT).  
Calculate α/β (dimensionless) to two significant figures.",,,,,,,,,Selected,,Medium,UG,,,
SDC139,CHEM_2605_01,Physical Organic Chemistry,Charge Delocalization & Stabilization Energy,"Stabilization energy by charge delocalization  
Ab initio single-point energies (relative to the neutral sugar at 0.0 kJ·mol⁻¹) for two glycosyl-cation structures are:  
 Localized oxocarbenium ion: +50.2  
 Bridged (delocalized) oxocarbenium ion: +38.7  
Calculate ΔE = Ebridged – Elocalized. Report ΔE in kJ·mol⁻¹ to one decimal place (negative if the bridged ion is more stable).",,,,,,,,,Selected,,Easy,UG,,,
SDC140,CHEM_2605_01,Physical Chemistry,Thermodynamics and Chemical Equilibrium,"Conformer equilibrium constant from ΔG°  
Two conformers A and B of a glycosyl cation in solution differ in standard free energy by  
 ΔG° = G°(B) – G°(A) = +1.80 kJ·mol⁻¹ at 298 K.  
The equilibrium constant for [A] versus [B] is  
 K = [A]/[B] = exp(–ΔG°/RT).  
Calculate K to two significant figures.",,,,,,,,,Selected,,Easy,UG,,,
SDC141,CHEM_2605_01,Physical Chemistry,Chemical Kinetics,"Activation energy from two rate constants  
A per-4,6-O-benzylidene glycosyl donor in CH₂Cl₂ has first-order solvolysis rates  
 k₁ = 3.0×10⁻³ s⁻¹ at T₁ = 293 K  
 k₂ = 1.2×10⁻² s⁻¹ at T₂ = 313 K  
Assuming the same pre-exponential factor at both temperatures, use the Arrhenius form  
 ln(k₂/k₁) = Ea/R (1/T₁ – 1/T₂)  
to calculate the activation energy Ea. Give Ea in kJ·mol⁻¹ to one decimal place.",,,,,,,,,Selected,,Medium,UG,,,
SDC142,CHEM_2605_01,Organic Chemistry,Stereochemistry / IUPAC Nomenclature,"IUPAC name of a bicyclic 4,6-O-benzylidene-1,6-anhydro sugar  
Upon activation, per-4,6-O-benzylidene-D-galactopyranosyl triflate undergoes intramolecular 1,6-anhydro closure to give the bicyclic product shown.  
[See line drawing with full stereochemistry and atom numbering; the bicyclic core is 2-oxabicyclo[3.2.1]octane.]  
Provide the full substitutive IUPAC name using 2-oxabicyclo[3.2.1]octane as the parent. Include all locants and stereochemical descriptors according to IUPAC 2013 Carbohydrate Nomenclature.
",,,,,,,,,Selected,,Hard,PG,,,
SDC143,CHEM_2605_01,Physical Organic Chemistry,Acid-Base Chemistry / Chemical Equilibrium,"pKa of a glycosyl-oxonium intermediate  
In aqueous solution at 298 K the equilibrium  
 glycosyl-oxonium + H₂O ⇌ glycoside + H₃O⁺  
has equilibrium constant K = [glycoside][H₃O⁺]/[oxonium] = 7.8×10⁻⁵. Given pKa(H₃O⁺) = –1.74 and neglecting activity coefficients, the pKa of the glycosyl-oxonium is  
 pKa(oxonium) = pKa(H₃O⁺) – log K.  
Calculate pKa(oxonium) to two decimal places.
",,,,,,,,,Selected,,Easy,UG,,,
