sep=;
BIO_06062025_2;A patient recovering from knee surgery is prescribed Nordic Walking as part of their rehabilitation. Initially, their step length is limited by pain and weakness, averaging 0.4 meters. After several weeks of Nordic Walking, their pain decreases, and their muscle strength improves, leading to a 30% increase in step length. Simultaneously, their cadence (steps per minute) increases from 90 steps/minute to 100 steps/minute. Given that walking speed (m/min) is the product of step length (m) and cadence (steps/min), what is the percentage increase in walking speed after the Nordic Walking intervention?
BIO_06062025_3;A study examines the impact of Nordic Walking on pulmonary function in individuals with mild COPD. Baseline forced expiratory volume in 1 second (FEV1) is 2.5 liters. Following a Nordic Walking intervention, FEV1 increases by 15%.  Given that airflow resistance (R) is inversely proportional to FEV1 (R = k / FEV1, where k is a constant), by what percentage does the airflow resistance decrease after the intervention?  Assume k is such that R=1 at baseline.
BIO_06062025_4;Researchers are studying the effect of Nordic Walking on bone density in postmenopausal women. A participant's baseline bone mineral density (BMD) in the hip is 0.8 g/cm². After a 6-month Nordic Walking program, BMD increases by 5%.  It is known that the risk of hip fracture is exponentially related to BMD, such that Risk = exp(-5 * BMD). By what percentage does the *relative* risk of hip fracture decrease (compared to baseline) after the intervention? This requires calculating the risk before and after the intervention and then calculating the percentage *decrease* in risk.
BIO_06062025_5;A physical therapist is using Nordic Walking to improve balance in a patient with peripheral neuropathy. Before the intervention, the patient's center of pressure (COP) sway area during a single-leg stance was 10 cm². After the intervention, the COP sway area decreased by 40%.  Assume that COP sway area (S) is related to the probability of a loss of balance (P) by the equation P = 0.1 * S + 0.05. What is the change in the probability of loss of balance (ΔP) following the intervention?
BIO_06062025_1;A geriatric rehabilitation specialist is investigating the effects of Rhythmic Auditory Stimulation (RAS) during Nordic Walking (NW) exercises on improving gait in older adults.  Baseline arm swing was quantified using Kinovea motion capture software, revealing a mean angle of $\\theta = 15^{\circ}$.  After a six-week RAS+NW intervention, the arm swing angle improved, following a logarithmic progression modeled as $\\theta_{new} = \\theta_{old} + A \\cdot ln(t+1)$, where $A = 5^{\circ}$ represents the therapy's effectiveness coefficient and $t$ is the number of weeks of therapy.  If gait speed ($v$) is directly proportional to the *square root* of the arm swing angle ($v = k \\sqrt{\\theta}$), where $k$ is a constant of proportionality, what is the percentage increase in gait speed attributable to the RAS+NW intervention?
BIO_06062025_2;Neurologists are evaluating the efficacy of Rhythmic Auditory Stimulation (RAS) in alleviating motor symptoms in patients with Parkinson's disease. Using the Timed Up and Go (TUG) test, a patient initially required $t_1 = 15 \\,\\mathrm{seconds}$ to complete the task without RAS. With RAS, the same patient's TUG completion time decreased to $t_2 = 12 \\,\\mathrm{seconds}$. Assuming the TUG test covers a fixed distance ($d$), calculate the percentage increase in the patient's average speed ($v$) during the TUG test when using RAS, compared to the unassisted trial.
BIO_06062025_3;Researchers are studying the impact of Rhythmic Auditory Stimulation (RAS) on rehabilitating gait function in stroke survivors, using the Functional Gait Assessment (FGA) as a primary outcome measure.  Prior to RAS therapy, a patient scored $FGA_1 = 20$ (out of 30), indicating significant impairments in balance and coordination.  Following a 4-week RAS intervention, the patient's FGA score improved to $FGA_2 = 25$. The FGA score is modeled as a function of gait speed ($v$) and balance ($b$) according to the equation $FGA = c \\cdot v^2 \\cdot \\sqrt{b}$, where $c$ is a proportionality constant.  If the intervention resulted in a 10% improvement in the patient's balance ($b$), determine the percentage increase in gait speed ($v$) as a result of the RAS therapy.
BIO_06062025_4;Kinesiologists are using Kinovea software to analyze gait characteristics in a cohort of participants before and after Rhythmic Auditory Stimulation (RAS). An individual's baseline gait is characterized by a step length of $s_1 = 0.6 \\,\\mathrm{m}$ and a cadence of $c_1 = 100 \\,\\mathrm{steps/min}$.  Following RAS treatment, their step length increases to $s_2 = 0.7 \\,\\mathrm{m}$, while their cadence decreases slightly to $c_2 = 95 \\,\\mathrm{steps/min}$.  Quantify the change in gait speed, in meters per second ($\\mathrm{m/s}$), resulting from the RAS intervention.
BIO_06062025_5;A physical therapy research team is comparing the effects of Nordic Walking (NW) and Rhythmic Auditory Stimulation (RAS) on postural stability. Participants underwent static balance testing, and their initial average sway area was measured as $A_1 = 50 \\,\\mathrm{cm^2}$. The NW intervention reduced the sway area by 15%. Subsequently, RAS was applied, leading to a further 10% reduction in sway area, calculated *relative to the sway area achieved after the NW intervention*.  Calculate the final sway area $A_2$, in $\\mathrm{cm^2}$, after both the NW and RAS interventions.
BIO_06062025_1;An asthma clinical trial compares a new inhaler with a standard inhaler. Researchers use the Morisky Medication Adherence Scale-8 (MMAS-8) to assess adherence. The new inhaler group has an average MMAS-8 score of $6.5$, while the standard inhaler group has an average score of $5.0$. It is known that for every $1$-point increase in the MMAS-8 score, the risk of asthma exacerbation decreases by $15\\%$. Calculate the estimated percentage reduction in asthma exacerbations for the new inhaler group compared to the standard inhaler group, assuming a linear relationship.
BIO_06062025_2;A clinical study of COPD patients uses both the MMAS-8 and the Device Appropriateness Index (DAI). Researchers find the following linear regression equation relating Forced Expiratory Volume in one second ($FEV_1$, in Liters) to MMAS-8 and DAI scores: $FEV_1 = 1.5 + 0.15(MMAS-8) + 0.05(DAI)$. If a patient's MMAS-8 score increases by 2 points and their DAI score decreases by 1, what is the net change in their predicted $FEV_1$ (in Liters)?
BIO_06062025_3;A researcher designs a study to assess adherence to inhaled corticosteroids in children with asthma. The study involves weekly check-ins, and the researcher wants to quantify the potential cumulative impact of non-adherence over a $12$-week period. Suppose that the average daily adherence rate, $a$, for a patient, determined using an electronic monitoring device, is $0.75$ (where $1.0$ represents perfect adherence). Further suppose that for each $0.1$ decrease in $a$, the patient experiences an average of $0.5$ additional asthma symptoms per week. Calculate the total number of additional asthma symptoms expected for that patient over the $12$-week period, compared to perfect adherence.
BIO_06062025_4;In a clinical trial, two groups of patients with COPD are treated with different inhalers. Group A has an average MMAS-8 score of $7$, and Group B has an average MMAS-8 score of $5$. Studies indicate that for every point increase in MMAS-8, lung function (measured in $FEV_1$) improves by $0.1\\,\\mathrm{L}$. Assuming a linear relationship, how much greater is the average $FEV_1$ (in liters) for patients in Group A compared to patients in Group B?
BIO_06062025_5;A study investigates adherence to medication in asthma patients, employing the MMAS-8 scale. Patients are categorized into three adherence levels: high (MMAS-8 score of $8$), medium (MMAS-8 score of $6-7$), and low (MMAS-8 score of <$6$).  Further analysis reveals that patients with low adherence have a $20\\%$ greater risk of hospitalization compared to those with medium or high adherence. If the baseline hospitalization rate for the medium/high adherence group is $0.1\\,\\mathrm{hospitalizations\\,per\\,patient-year}$, what is the expected hospitalization rate (in hospitalizations per patient-year) for the low adherence group, rounded to two decimal places?
BIO_06062025_1;A researcher is evaluating the efficacy of MMF screws versus Erich's arch bars for mandibular fracture stabilization. In a prospective, single-blinded clinical study, 20 patients receive MMF screws and 20 receive Erich's arch bars. Post-operative infection rates are recorded. 3 patients in the MMF screw group and 7 in the Erich's arch bar group develop infections.  Considering the proximity of the oral microbiome to the fracture site, and the different surface materials of MMF screws (typically titanium) and Erich's arch bars (typically stainless steel), which material is more likely to be a preferential site for biofilm formation by *Streptococcus mutans*, and propose *one* biological mechanism that explains the difference in observed infection rates based on this factor.  What percentage of all patients in the study did NOT develop an infection?
BIO_06062025_2;A surgeon is deciding between using Erich's arch bars and MMF screws for a patient with a displaced mandibular fracture. Erich's arch bars are estimated to result in a 10-day healing time with a 2% risk of osteomyelitis. MMF screws are estimated to result in a 7-day healing time with a 5% risk of osteomyelitis. Assuming osteomyelitis prolongs overall healing time by 14 days, what is the expected (average) healing time in days for MMF Screws, considering the risk of osteomyelitis?
BIO_06062025_3;A clinical trial is conducted to assess patient discomfort following mandibular fracture repair using either hybrid arch bars or MMF screws. Pain levels are assessed using a visual analog scale (VAS) ranging from 0 to 10. The mean VAS score for patients treated with hybrid arch bars is 3.2 ($n=30$), and the standard deviation is 1.5. The mean VAS score for patients treated with MMF screws is 4.8 ($n=30$), and the standard deviation is 2.0. Calculate the standard error of the difference between the means of the two treatment methods. Considering that the VAS scores are subjective, and pain perception can be influenced by the release of endogenous opioid peptides, how could the genetic variability in opioid receptor genes contribute to the observed standard deviations in pain scores within each treatment group?
BIO_06062025_4;Following mandibular fracture repair, a patient exhibits signs of poor oral hygiene and a genetic predisposition to slower wound healing. The surgeon estimates the baseline risk of infection is 5%. Poor oral hygiene increases this risk by a factor of 3, and the genetic predisposition increases the risk by an additional 2 percentage points. Given that impaired angiogenesis is a characteristic of slower wound healing, explain how decreased vascularization at the fracture site could lead to an elevated risk of infection, and what is the patient's new estimated risk of infection (expressed as a percentage)?
BIO_06062025_5;A surgeon is using MMF to realign a fractured mandible. The initial displacement of the fracture is 8 mm. The MMF application is estimated to reduce the displacement by 75% in the first week. Bone remodeling is occurring at a rate of 0.2 mm per day to further reduce the displacement.  Considering that osteoblasts are responsible for new bone formation during remodeling, and their activity is influenced by growth factors such as BMP-2, how would a localized deficiency in BMP-2 production affect the rate of bone remodeling?  Assuming the remodeling rate is 0.2mm/day if BMP-2 is functioning optimally, but is reduced by 25% with BMP-2 deficiency, how many days after the first week will it take for the remaining displacement to be reduced to 0 mm?
BIO_06062025_1;A researcher is performing immunohistochemistry (IHC) on a series of endometrial tissue samples. They observe that a region in a proliferative phase sample displays strong PAX2 staining, with an average staining intensity score of 3 (on a scale of 0-3, with 0 being no staining and 3 being strong staining). In a subsequent endometrioid adenocarcinoma sample from the same patient, a similar region shows a significantly reduced PAX2 staining intensity, scoring an average of 0.5. Assuming the IHC staining intensity is directly proportional to the PAX2 protein concentration, and the PAX2 protein concentration in the proliferative phase is 1.5 $\\mu$g/cell, what is the estimated PAX2 protein concentration per cell in the endometrioid adenocarcinoma sample, in $\\mu$g/cell?
BIO_06062025_2;A pathologist is analyzing PAX2 expression in a cohort of 500 endometrial cancer samples using IHC. Based on previous studies, they hypothesize that the mean PAX2 staining intensity in well-differentiated tumors will be significantly higher than in poorly differentiated tumors. They assign a differentiation grade (1-3, with 1 being well-differentiated and 3 being poorly differentiated) to each tumor based on histological analysis. After staining and scoring, the following data is obtained:Well-differentiated (Grade 1, n=150): Mean PAX2 intensity = 2.5 Moderately differentiated (Grade 2, n=200): Mean PAX2 intensity = 1.8 Poorly differentiated (Grade 3, n=150): Mean PAX2 intensity = 0.9 Calculate the overall mean PAX2 staining intensity across all 500 samples.
BIO_06062025_3;In a research study investigating the role of PAX2 in kidney development, embryonic kidney tissue sections are stained with an anti-PAX2 antibody using IHC. A specific region of interest containing 50 cells shows an average PAX2 staining intensity of 2.0 (on a scale of 0-3). Control tissue from a Pax2 knockout mouse shows an average staining intensity of 0.1 in the same region. What is the percentage increase in average PAX2 staining intensity in the wild type tissue compared to the Pax2 knockout control, considering the number of cells in both regions are equivalent? (Report your answer to the nearest whole percentage point)
BIO_06062025_4;A clinical lab is evaluating a new ELISA-based diagnostic test for PAX8, a marker for ovarian cancer. The test correctly identifies 95 out of 100 known ovarian cancer samples as positive (true positives) and correctly identifies 190 out of 200 samples from healthy individuals as negative (true negatives). Calculate the sensitivity of this ELISA test for PAX8.
BIO_06062025_5;A lab is optimizing their PAX2 IHC protocol for consistency and reproducibility. They run IHC on 10 control samples (known PAX2 positive expression), obtaining the following PAX2 staining scores (on a scale of 0-3): 2.5, 2.7, 2.3, 2.8, 2.6, 2.4, 2.9, 2.2, 2.7, 2.5. Calculate the *sample* standard deviation of these PAX2 staining scores.
BIO_06062025_1;A geriatric rehabilitation center is assessing the long-term effectiveness of aquatic therapy on balance maintenance. Participants were initially treated with a structured Water-Specific Therapy (WST) protocol. At the start of the study, participants exhibited an average sway index of $8.5\,\mathrm{cm}$ during a single-leg stance test. After the WST intervention, the sway index improved to $5.2\,\mathrm{cm}$. Assuming that the *improvement in sway index* (the reduction from initial to post-intervention values) decreases linearly at a rate of 15% *of this initial improvement* per month after the intervention ceases, what is the predicted sway index ($\mathrm{cm}$) 6 months post-intervention, rounded to two decimal places?
BIO_06062025_2;A study compares the effectiveness of Clinical Ai Chi (CAC) and Bad Ragaz Ring Method (BRRM) in improving gait speed in elderly patients. Group A received CAC and Group B received BRRM. Initially, both groups had an average gait speed of $0.6\,\mathrm{m/s}$. After 8 weeks, Group A’s gait speed increased by 25%, while Group B’s gait speed increased by 35%. If both groups experience a *linear* decline in gait speed at a rate of 5% *of their respective post-intervention gait speed* per month after the intervention ends, what is the difference in gait speed ($\mathrm{m/s}$) between the two groups 3 months post-intervention, rounded to three decimal places?
BIO_06062025_3;An aquatic therapy trial is evaluating the impact of combining aquatic exercises with land-based exercises on muscle strength in older adults. The aquatic group showed an average increase in quadriceps strength of $18\,\mathrm{N}$ after 12 weeks. The land-based group showed an average increase of $14\,\mathrm{N}$ after the same period. If a combined aquatic and land-based group demonstrates an additive effect, what is the net average increase in quadriceps strength ($\mathrm{N}$) in the combined group after 12 weeks, *accounting for a 10% reduction in the combined strength gain due to participant non-compliance or other factors*? Round your answer to one decimal place.
BIO_06062025_4;A research team is assessing the maintenance of balance improvements after a BRRM intervention. Initially, participants could stand on one leg for an average of 10 seconds. Following the intervention, this increased to 18 seconds. If balance deteriorates at a rate proportional to the difference between their current balance time and their initial balance time, with a proportionality constant $k = 0.08\,\mathrm{month^{-1}}$, how long (in seconds) can participants stand on one leg 4 months after the intervention, rounded to the nearest whole number?
BIO_06062025_5;A study on geriatric rehabilitation employs aquatic therapy. Participants initially have a walking speed of $0.7 \, \mathrm{m/s}$. After an aquatic therapy intervention, their walking speed increases to $1.1 \, \mathrm{m/s}$. A follow-up shows a linear decrease in the walking speed gain, regressing back towards the original speed at a rate of $0.02 \, \mathrm{m/s}$ per month. After how many months will the participant's walking speed be $1 \, \mathrm{m/s}$?
BIO_06062025_1;A physical therapist is evaluating a patient with early-stage Parkinson's disease. The patient exhibits a reduced arm swing during gait. Using Kinovea software, the therapist measures the patient's arm swing angle to be 20 degrees. A healthy individual of the same age and stature typically exhibits an arm swing angle of 30 degrees. Assuming that the *additional* fold increase in fall risk correlates linearly with the percentage reduction in arm swing, such that a 50% reduction is associated with an *additional* 0.5-fold increase in fall risk (beyond the baseline 1.0-fold for a healthy individual), what is the fold increase in fall risk for this patient, rounded to two decimal places?
